기관명,주소,응급실전화,입원실가용여부,병상수,응급실가능여부,경도,위도,응급실,입원실,수술실,지역(시),지역(구)
두리이비인후과의원,"서울특별시 강서구 강서로 267, 5층 (내발산동, 송화플라자)",,1,3,,126.835941270275,37.5496000614643,,,,서울특별시,강서구
튼튼소아청소년과의원,"서울특별시 양천구 지양로 73, 2층 (신월동)",,2,,,126.833544622661,37.5219828695679,,,,서울특별시,양천구
삼성서울키즈소아청소년과의원,서울특별시 은평구 백련산로 84 (응암동),,2,,,126.92364241621,37.5930097247289,,,,서울특별시,은평구
베스트이화의원,"서울특별시 강남구 강남대로122길 47, 2층 (논현동)",,2,,,127.026695849559,37.5089689839277,,,,서울특별시,강남구
삼성키즈소아청소년과의원,"서울 송파구 올림픽로 145 , 리센츠상가 3층 A37  (잠실동)",,2,,,127.087041904838,37.5119804600106,,,,서울특별시,송파구
강남미의원,"서울특별시 강남구 테헤란로 128, 6층 (역삼동, 성곡빌딩)",,2,0,,127.032590806228,37.4991297862601,,,,서울특별시,강남구
홍제바른안과의원,"서울특별시 서대문구 통일로 413, 연세24시사우나 3층 301호 (홍제동)",,2,0,,126.946438736626,37.5861817569167,,,,서울특별시,서대문구
아이리움안과의원,"서울특별시 강남구 강남대로 388, 강남센타빌딩 6,7층 (역삼동)",,1,3,,127.028422526103,37.4974495848055,,,,서울특별시,강남구
보나성형외과의원,"서울특별시 강남구 논현로 831, 5층 502호 (신사동)",,1,3,,127.027855578503,37.5225808095194,,,,서울특별시,강남구
김미진내과의원,"서울특별시 강남구 역삼로 306, 4층 404~406호 (역삼동, 개나리래미안아파트)",,2,,,127.046959597261,37.4989772734253,,,,서울특별시,강남구
압구정본정형외과의원,"서울 강남구 압구정로36길 12 , 3층 301호  (신사동)",,2,0,,127.031346095845,37.5276527575761,,,,서울특별시,강남구
타워비뇨기과의원,"서울특별시 영등포구 여의대방로 375, 303,304호 (여의도동, 아일렉스타워)",,1,3,,126.930776116511,37.5188985287759,,,,서울특별시,영등포구
하얀나라피부과의원,"서울특별시 서대문구 통일로 131, 7층 (충정로2가, 공화당빌딩)",,2,,,126.965860900154,37.5661512162168,,,,서울특별시,서대문구
아미스킨의원,"서울특별시 중구 퇴계로 100, 스테이트타워 남산 지하1층 B107호 (회현동2가)",,2,0,,126.982926486564,37.5602069895052,,,,서울특별시,중구
브이맨비뇨기과의원,"서울 강남구 강남대로 390 , 405호  (역삼동)",,2,0,,127.028578846319,37.4978399531903,,,,서울특별시,강남구
뉴엘의원,"서울특별시 강남구 도산대로 134, 5층 (논현동)",,2,0,,127.023380583993,37.5173531693456,,,,서울특별시,강남구
타토아의원,"서울특별시 강남구 강남대로 624, 2층 (신사동, ICT타워)",,2,0,,127.019500864334,37.5175038906888,,,,서울특별시,강남구
키즈웰소아청소년과의원,"서울특별시 중랑구 동일로 932, 202동 210,211,302호 (묵동, 묵동자이아파트)",,2,0,,127.077557139207,37.6138393830212,,,,서울특별시,중랑구
이경태정형외과의원,"서울특별시 강남구 선릉로131길 8, 노벨빌딩 2층 (논현동)",,1,9,,127.0402976777204,37.51790580224564,,,,서울특별시,강남구
양재오라클피부과의원,"서울특별시 강남구 남부순환로 2609, 하늘빌딩 5층 (도곡동)",,2,0,,127.03513696419252,37.48495472492852,,,,서울특별시,강남구
비타민의원,"서울특별시 강남구 학동로 342 (논현동, SK허브 302호)",,2,,,127.040841265738,37.5167560126387,,,,서울특별시,강남구
에스듈의원,"서울특별시 강남구 선릉로86길 7 (대치동, 2층)",,2,,,127.05028610431274,37.503309517209,,,,서울특별시,강남구
연세송도외과의원,서울특별시 서대문구 통일로 433 (홍제동),,1,6,,126.945087101126,37.5875917300777,,,,서울특별시,서대문구
다나마취통증의학과의원,"서울특별시 강동구 상암로 44, 5층 (천호동)",,2,,,127.1282987378,37.5496457731598,,,,서울특별시,강동구
아름다운신경과의원,서울특별시 강동구 양재대로 1596 (명일동),,2,0,,127.143789655455,37.5480838851778,,,,서울특별시,강동구
아비쥬의원,"서울특별시 강동구 올림픽로 659 (천호동, 쌍용플래티넘리버)",,2,0,,127.123564698301,37.5403046724091,,,,서울특별시,강동구
조이소아청소년과의원,"서울특별시 강동구 풍성로38길 9, 4층 (성내동)",,2,,,127.12559371975,37.5316068000518,,,,서울특별시,강동구
대가연마취통증의학과의원,"서울특별시 송파구 중대로 193, 2,3,6,7층 (가락동, 주식회사홈캐스트)",,1,29,,127.125785072289,37.4993475285985,,,,서울특별시,송파구
김앤방여성의원,"서울특별시 동작구 상도로37길 62, 3층 (상도동)",,2,0,,126.952101467965,37.4987447071542,,,,서울특별시,동작구
뉴연세의원,서울특별시 금천구 시흥대로 239 (시흥동),,2,0,,126.899947154118,37.455212941484,,,,서울특별시,금천구
센트럴서울안과의원,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",,2,,,126.97187711918,37.5201457860245,,,,서울특별시,용산구
연한풀피부과의원,"서울 송파구 석촌호수로 61 , 트리지움상가 4층  (잠실동)",,2,,,127.0862137284,37.5107001999,,,,서울특별시,송파구
우비뇨기과의원,"서울특별시 송파구 오금로 508 (거여동, 3층)",,2,,,127.145041801116,37.4928621788522,,,,서울특별시,송파구
잠실비엘에스의원,"서울특별시 송파구 석촌호수로 61, 트리지움 306호,307호 (잠실동)",,2,0,,127.086211355223,37.5107020036631,,,,서울특별시,송파구
연세라미슈의원,"서울특별시 강남구 남부순환로 2609, 하늘빌딩 2층 (도곡동)",,2,0,,127.035096207425,37.4849629812617,,,,서울특별시,강남구
아이엠퀸여성의원,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 9층 (반포동)",,2,0,,127.021849979814,37.5090878311164,,,,서울특별시,서초구
선릉김정신과의원,"서울특별시 강남구 테헤란로 410 (대치동, 금강타워 502호)",,2,,,127.050729430264,37.5045559137175,,,,서울특별시,강남구
연세고운가정의학과의원,"서울특별시 서대문구 독립문로14길 3, 서대문센트레빌 단지내상가 2층 202, 205호 (냉천동)",,2,,,126.963975289329,37.5668276642327,,,,서울특별시,서대문구
한빛내과의원,"서울특별시 영등포구 여의대방로 89, 2층 (신길동, 익녕빌딩)",,2,0,,126.916569895364,37.4973037099433,,,,서울특별시,영등포구
선우엔조신경과의원,"서울특별시 중구 퇴계로 320, 7층 (광희동2가)",,2,,,127.007461684698,37.5639131566548,,,,서울특별시,중구
참사랑의원,"서울특별시 노원구 누원로 18  (상계동, 수락리버시티4단지)",,2,,,127.05287273244,37.6862145785044,,,,서울특별시,노원구
이규호모아름의원,"서울특별시 강남구 강남대로 616 (신사동, 신사미타워 1001호)",,2,,,127.0197315114941,37.516873059851456,,,,서울특별시,강남구
권장덕케이성형외과의원,"서울특별시 강남구 논현로 857, 4층 (신사동, 계룡빌딩)",,2,0,,127.028099944398,37.5253452973989,,,,서울특별시,강남구
조한표내과의원,"서울특별시 강북구 한천로 1088, 2층 (수유동, 현진빌딩)",,2,,,127.022801081885,37.6431698629423,,,,서울특별시,강북구
리즈온위드연세슬림라인의원,"서울특별시 강남구 선릉로153길 12, 3층 (신사동)",,2,0,,127.038565318856,37.5249617604329,,,,서울특별시,강남구
우박산부인과의원,"서울특별시 강남구 남부순환로377길 3, 301호 (도곡동)",,2,,,127.045017219232,37.4865801710923,,,,서울특별시,강남구
상암우리내과의원,"서울특별시 마포구 월드컵북로 347, 402호 (상암동, 상암메디칼빌딩)",,2,,,126.893216249483,37.576345413949,,,,서울특별시,마포구
서호종의원,"서울특별시 성북구 화랑로 201, 지상1,2층 (장위동)",,2,0,,127.052234251146,37.6085900010364,,,,서울특별시,성북구
강북삼성의원,"서울특별시 성북구 화랑로40길 54, 지상3,4층 (석관동, 영원빌딩)",,2,,,127.064484472177,37.613453428334,,,,서울특별시,성북구
리엔장성형외과의원,"서울특별시 서초구 강남대로 403, 12,14~18층 (서초동)",,1,1,,127.026815711545,37.4984575559368,,,,서울특별시,서초구
씨앤씨정형외과의원,"서울특별시 서초구 방배로 95, 6층 (방배동, 서경빌딩)",,2,0,,126.996387507623,37.4826824600832,,,,서울특별시,서초구
성북성심신경과의원,"서울특별시 성북구 동소문로 181 (돈암동, 성북성심빌딩)",,1,28,,127.021443949614,37.5983885994911,,,,서울특별시,성북구
청담마디신경외과의원,"서울특별시 강남구 선릉로 669, 상경빌딩 7,8층 (논현동)",,2,0,,127.041258693516,37.5166119773031,,,,서울특별시,강남구
연세엘재활의학과의원,"서울특별시 강남구 삼성로 651, 5층 508,509,510호 (삼성동, 래미안 라클래시)",,2,0,,127.050036535644,37.5183513056476,,,,서울특별시,강남구
소천안과의원,서울특별시 은평구 통일로 801 (대조동),,2,,,126.92457941929507,37.61560831128567,,,,서울특별시,은평구
코코라인의원,"서울특별시 강남구 압구정로 156 (신사동, 카로시티2빌딩 503,504호)",,2,,,127.026766411038,37.5260287469955,,,,서울특별시,강남구
위드유의원,"서울특별시 강남구 남부순환로 2609, 하늘빌딩, 6층일부 (도곡동)",,2,0,,127.0351793780172,37.484983995079595,,,,서울특별시,강남구
아이랑소아청소년과의원,"서울특별시 관악구 난곡로 210, 2층 (신림동)",,2,,,126.918544974873,37.4737298508968,,,,서울특별시,관악구
채움마취통증의학과의원,"서울특별시 마포구 마포대로 44, 4층 (도화동, 진도빌딩)",,2,0,,126.947098319374,37.539973013511,,,,서울특별시,마포구
김앤조내과의원,"서울특별시 관악구 난곡로 217, 2,4층 (신림동)",,2,,,126.917484545337,37.4738513821693,,,,서울특별시,관악구
포에버의원,"서울특별시 서대문구 통일로 464, 홍제빌딩 2층 (홍제동)",,2,0,,126.943219061658,37.5899629791299,,,,서울특별시,서대문구
아비스가정의학과의원,"서울특별시 강남구 봉은사로 471, 204-1,204-2,205호 (삼성동)",,2,0,,127.051239538093,37.5127262745682,,,,서울특별시,강남구
이브산부인과의원,"서울특별시 마포구 서강로 144, 4층 5호 (노고산동)",,2,,,126.93660817652586,37.55448460507305,,,,서울특별시,마포구
연세마취통증의학과의원,"서울특별시 마포구 월드컵북로 24, 2층 (동교동)",,2,0,,126.919786367765,37.557015953841,,,,서울특별시,마포구
아비쥬의원,"서울특별시 마포구 양화로 162, 좋은사람들 빌딩 701호 (동교동)",,2,0,,126.923871361997,37.5564298566954,,,,서울특별시,마포구
연세봄이비인후과의원,"서울특별시 마포구 양화로 152, 4층 (동교동, 대화빌딩)",,1,1,,126.922891779053,37.5558241112217,,,,서울특별시,마포구
서울라헬여성의원,"서울특별시 마포구 마포대로 109, 2, 3층 (공덕동, 롯데캐슬프레지던트)",,2,0,,126.95014417083837,37.54470016065413,,,,서울특별시,마포구
강일성모내과의원,"서울특별시 강동구 아리수로93길 9 (강일동, 골드프라자 502)",,2,0,,127.174353860744,37.5652410196081,,,,서울특별시,강동구
길동미래로내과의원,서울특별시 강동구 천중로 237 (길동),,2,0,,127.146722637782,37.5408324645707,,,,서울특별시,강동구
네오의원,"서울특별시 금천구 시흥대로 403, 4층 (독산동,셈프레팜)",,2,,,126.897489343069,37.4698086627095,,,,서울특별시,금천구
성모정소아청소년과의원,"서울특별시 금천구 금하로 705, 2층 206호 (시흥동, 플라자 카멜리아)",,2,,,126.908361346757,37.4515708431855,,,,서울특별시,금천구
예지미의원,"서울특별시 강북구 도봉로 333, 10층 (수유동, 정우빌딩)",,2,,,127.02505251141817,37.637870175299476,,,,서울특별시,강북구
새하나의원,"서울특별시 서대문구 연희로 103, 4층 (연희동)",,1,29,,126.930907083597,37.567234248303,,,,서울특별시,서대문구
건이비인후과의원,"서울특별시 동작구 동작대로 25, 4층 (사당동, 사임당빌딩)",,1,2,,126.981343915956,37.4787457051365,,,,서울특별시,동작구
고운미의원,"서울특별시 동작구 동작대로 121, 2층 (사당동, 경원빌딩)",,2,0,,126.981860173505,37.4874798935188,,,,서울특별시,동작구
명소아청소년과의원,"서울특별시 동작구 장승배기로 34, 2층 (상도동)",,2,0,,126.941562079427,37.5011509657145,,,,서울특별시,동작구
고이비인후과의원,"서울특별시 동작구 여의대방로 250, 대림아파트(상가동) 4층 4-3호 (대방동)",,2,0,,126.92423679988372,37.50876519816578,,,,서울특별시,동작구
다미의원,"서울특별시 동작구 사당로 219, 3층 (사당동)",,2,,,126.972660477747,37.4841600698068,,,,서울특별시,동작구
미소앤유의원,"서울특별시 동작구 사당로 230-1, 4층 (사당동, 미래빌딩)",,2,,,126.973243297085,37.4833057767884,,,,서울특별시,동작구
밀려오네서울재활의학과의원,서울특별시 동작구 사당로 273 (사당동),,2,,,126.97782236345,37.4842194467414,,,,서울특별시,동작구
자이안피부과의원,"서울특별시 중랑구 동일로 932, 303호 (묵동)",,2,,,127.07751033625578,37.61359073045121,,,,서울특별시,중랑구
오에스티의원,"서울특별시 서대문구 연세로 29, 4층 (창천동)",,2,,,126.936708737412,37.5582223114286,,,,서울특별시,서대문구
미애로여성의원,"서울특별시 강북구 도봉로 332, 4층 (번동, 홍승빌딩)",,2,,,127.025581323205,37.6373516350258,,,,서울특별시,강북구
홀인원의원,"서울특별시 금천구 벚꽃로 298, 217호 (가산동, 대륭포스트타워6차)",,2,0,,126.883871693415,37.4814401689835,,,,서울특별시,금천구
케이씨에스서울김창수의원,"서울특별시 서대문구 신촌로 67, 4층 (창천동, 거촌빌딩)",,1,4,,126.934042205218,37.5565034611622,,,,서울특별시,서대문구
연세나무소아청소년과의원,"서울특별시 마포구 월드컵북로 502, 201호 (상암동, 월드컵파크프라자)",,2,,,126.879869563728,37.5850443805494,,,,서울특별시,마포구
내일내과의원,"서울특별시 강북구 솔샘로 254 (미아동, 삼양아케이트)",,2,,,127.020743950051,37.6193297017502,,,,서울특별시,강북구
연세조이의원,"서울특별시 동작구 상도로 81, 302호 (대방동)",,2,,,126.929559239366,37.4999513063416,,,,서울특별시,동작구
온마취통증의학과의원,"서울특별시 동작구 시흥대로 664, 2층 (신대방동, 충성빌딩)",,1,2,,126.908428005132,37.4906941108669,,,,서울특별시,동작구
이나영피부과의원,"서울특별시 서초구 서초대로 6, 미송타워 4층 (방배동)",,2,0,,126.98303991419714,37.485153575476616,,,,서울특별시,서초구
이수정안과의원,"서울특별시 동작구 동작대로29길 69, 3층 (사당동)",,2,,,126.9781318537537,37.488456758540785,,,,서울특별시,동작구
이지은산부인과의원,"서울특별시 동작구 동작대로 121, 6층 (사당동)",,2,0,,126.981860173505,37.4874798935188,,,,서울특별시,동작구
퀴앤코플러스이비인후과의원,"서울특별시 동작구 서달로 150  (흑석동, 이랜드해가든)",,1,1,,126.962183786625,37.5066265781961,,,,서울특별시,동작구
오이비인후과의원,"서울특별시 강북구 도봉로 65, 2층 (미아동)",,2,0,,127.029648629791,37.6149234098145,,,,서울특별시,강북구
김의원,서울특별시 중구 서소문로 103,,2,,,126.972668699367,37.563014908776,,,,서울특별시,중구
이준걸통증의원,서울특별시 중구 남대문시장길 17 (남대문로4가),,2,,,126.976941594183,37.5602646272498,,,,서울특별시,중구
성덕외과의원성덕경희한의원,"서울특별시 동대문구 한천로 60, 2, 4층 (장안동)",,2,0,,127.06255490315776,37.5669897593406,,,,서울특별시,동대문구
성모안과의원,"서울특별시 중구 다산로11길 3, 약수JK빌딩 2층 (신당동)",,2,,,127.010036189975,37.5544283498953,,,,서울특별시,중구
애플산부인과의원,"서울특별시 서초구 서초대로77길 3, 6층 (서초동, 아라타워)",,2,0,,127.026504807476,37.4980609129976,,,,서울특별시,서초구
조삼권내과의원,"서울특별시 양천구 지양로 78, 2층 (신월동, 우성상가)",,2,,,126.833571060858,37.5226595591182,,,,서울특별시,양천구
하늘마취통증의학과의원,"서울특별시 강남구 강남대로 240, 양재SK허브프리모 (도곡동)",,2,,,127.034429700831,37.4852596091178,,,,서울특별시,강남구
미소지인의원,"서울특별시 용산구 한강대로 283 (갈월동, 시티파크타워)",,2,0,,126.97195776476,37.5434381287458,,,,서울특별시,용산구
라엘르의원,"서울특별시 용산구 한강대로 286-2, 2층 (남영동)",,2,,,126.972626340035,37.5439084271196,,,,서울특별시,용산구
강동굿모닝이비인후과의원,"서울특별시 강동구 고덕로 133, 상가동 509호 (암사동, 롯데캐슬퍼스트)",,2,,,127.140347239304,37.5552528493133,,,,서울특별시,강동구
라르떼의원,"서울특별시 강동구 올림픽로 664 (천호동, 대우한강베네시티)",,1,1,,127.124975762766,37.540555377209,,,,서울특별시,강동구
강동하나이비인후과의원,"서울특별시 강동구 양재대로 1579, 2층 (천호동)",,1,2,,127.142841394568,37.5465618086041,,,,서울특별시,강동구
중앙성심의원,서울특별시 강동구 양재대로 1478 (길동),,2,0,,127.140227539906,37.5376937056369,,,,서울특별시,강동구
봄으로가는의원,"서울특별시 강동구 양재대로 1488, 3층 (길동)",,2,,,127.14057632813,37.5385752794508,,,,서울특별시,강동구
서울가정의학과의원,"서울 강동구 양재대로 1466 , 광동빌딩 301호  (길동)",,2,0,,127.139869723538,37.5367597031589,,,,서울특별시,강동구
서울소아청소년과의원,"서울특별시 강동구 명일로 172 (둔촌동, 둔촌푸르지오아파트)",,2,,,127.14530088073641,37.53450025749915,,,,서울특별시,강동구
서울수소아청소년과의원,"서울특별시 강동구 구천면로 424 (명일동, 명일메가타운)",,2,,,127.14572048138771,37.55028511965336,,,,서울특별시,강동구
수마취통증의학과의원,서울특별시 강동구 올림픽로 774 (암사동),,2,,,127.1278756943216,37.55014339797292,,,,서울특별시,강동구
에스유연세안과의원,"서울특별시 강동구 양재대로 1365, 심포니타워 4.6층 (성내동)",,2,,,127.13585730251447,37.52805009060769,,,,서울특별시,강동구
위드피부과의원,"서울특별시 강동구 고덕로 133 (암사동, 강동롯데캐슬퍼스트아파트)",,2,0,,127.140347239304,37.5552528493133,,,,서울특별시,강동구
유스타의원,"서울특별시 강동구 올림픽로 787, 2층 203호 (암사동, 태성프라자)",,2,,,127.127723369224,37.5515454300024,,,,서울특별시,강동구
하나의원,서울특별시 강동구 양재대로 1355 (성내동),,2,,,127.135616051172,37.5273952498819,,,,서울특별시,강동구
서울삼성내과의원,"서울특별시 구로구 구로동로 112-2, 서울삼성내과의원 2,3,4층 (구로동)",,2,0,,126.8848271823056,37.48866940715506,,,,서울특별시,구로구
연세내과의원,"서울특별시 동작구 동작대로29길 24, 3층 (사당동)",,2,0,,126.980664260663,37.488216007563,,,,서울특별시,동작구
행복한성모정형외과의원,"서울특별시 동대문구 사가정로 122, 201~2, 204호 (전농동)",,2,0,,127.058517800585,37.5772114550055,,,,서울특별시,동대문구
굿모닝플러스의원,서울특별시 관악구 난곡로 181 성수빌딩 (신림동),,2,0,,126.919603680139,37.4713097420544,,,,서울특별시,관악구
봄의약속안과의원,"서울 강동구 양재대로 1570 , 미래빌딩 5층  (명일동)",,2,,,127.143242072187,37.5456635684848,,,,서울특별시,강동구
서울플러스이비인후과의원,"서울특별시 서대문구 통일로 464, 4층 (홍제동)",,1,1,,126.943219061658,37.5899629791299,,,,서울특별시,서대문구
광보의원,서울특별시 동작구 만양로 87-1 (노량진동),,2,,,126.944293479722,37.5113243621542,,,,서울특별시,동작구
라마르의원,"서울특별시 동작구 동작대로 109, 5층 (사당동, 경문빌딩)",,2,0,,126.981662246873,37.4863082821086,,,,서울특별시,동작구
미즈여성의원,서울특별시 동작구 보라매로 113 (대방동),,2,,,126.927896614044,37.4994633095093,,,,서울특별시,동작구
기분좋은연세365의원,"서울 은평구 응암로 223 , 2~3층  (응암동)",,2,0,,126.917404688317,37.5919761415152,,,,서울특별시,은평구
삼성열린내과의원,"서울특별시 동작구 상도로 81, 2층 (대방동)",,2,,,126.929559239366,37.4999513063416,,,,서울특별시,동작구
서울치항외과의원,"서울특별시 동작구 등용로 2, 3층 (상도동, 덕신빌딩)",,1,6,,126.937875816673,37.504624263051,,,,서울특별시,동작구
연세이비인후과의원,"서울특별시 서초구 사임당로 180, 302호 (서초동, 보원빌딩)",,2,0,,127.029267185467,37.4925789859992,,,,서울특별시,서초구
김재면내과의원,서울특별시 노원구 동일로 1533,,2,,,127.057246351895,37.6653647809563,,,,서울특별시,노원구
365엠씨의원,"서울특별시 마포구 신촌로 92, 7,10층 (노고산동)",,2,0,,126.935680306816,37.5551779164582,,,,서울특별시,마포구
삼성안과의원,"서울특별시 마포구 월드컵로 75, 2층 (망원동)",,2,,,126.91015440036,37.5556322935424,,,,서울특별시,마포구
강남송도외과의원,"서울특별시 강남구 선릉로 669, 9층 (논현동, 상경빌딩)",,1,6,,127.041258693516,37.5166119773031,,,,서울특별시,강남구
강서하나이비인후과의원,"서울특별시 강서구 강서로 43, 203,202일부호 (화곡동, 도양라비앙타워)",,1,2,,126.846531702129,37.5315215185769,,,,서울특별시,강서구
스마일내과의원,"서울특별시 강북구 삼양로 433, 2,3층 (수유동)",,1,10,,127.016298558465,37.6421890477822,,,,서울특별시,강북구
송파서울이비인후과의원,"서울특별시 송파구 오금로 91 (방이동, 태원빌딩 2층)",,2,0,,127.10755250196521,37.51401190077781,,,,서울특별시,송파구
굿모닝소아청소년과의원,"서울특별시 노원구 동일로204가길 12, 홈플러스 지하2층 (중계동)",,2,0,,127.068668049616,37.6398580838556,,,,서울특별시,노원구
연세정형외과의원,"서울특별시 노원구 한글비석로 438 (상계동, 연세정형외과)",,1,24,,127.068886772168,37.6632220613736,,,,서울특별시,노원구
이관철이비인후과의원,서울특별시 노원구 석계로 2,,2,,,127.0648853460431,37.61510822862386,,,,서울특별시,노원구
퀸스메디산부인과의원,서울특별시 노원구 동일로 1059 (공릉동),,1,27,,127.072987056792,37.6245300844681,,,,서울특별시,노원구
한이비인후과의원,"서울특별시 종로구 지봉로 43, 5층 (창신동)",,1,1,,127.015435932974,37.5740609271284,,,,서울특별시,종로구
조은의원,서울특별시 구로구 신도림로 16,,1,0,,126.88219103785,37.5051228166042,,,,서울특별시,구로구
연세다나이비인후과의원,"서울 종로구 종로 19 , 르메이에르종로타운 322~323호  (종로1가)",,2,0,,126.979923668151,37.5708444878121,,,,서울특별시,종로구
군자건항외과의원,"서울특별시 광진구 천호대로 561, 5층 (중곡동)",,1,9,,127.080667685512,37.5571138531893,,,,서울특별시,광진구
서울숲삼성안과의원,"서울특별시 성동구 아차산로 41, 안동빌딩 6층 (성수동1가)",,2,0,,127.048975538142,37.5469652009623,,,,서울특별시,성동구
하나안과의원,"서울특별시 강북구 도봉로 34, 5층 (미아동, 트레지오빌딩)",,1,3,,127.03072164571,37.6120685327599,,,,서울특별시,강북구
서울봄내과의원,"서울특별시 양천구 목동서로 349, 301호 (신정동, 센트럴프라자)",,2,0,,126.86554799245414,37.51762848364884,,,,서울특별시,양천구
소문난여성의원,"서울특별시 강남구 강남대로 528, 5층 (논현동)",,2,0,,127.022643236224,37.5092956336041,,,,서울특별시,강남구
미예담산부인과의원,"서울특별시 강남구 학동로33길 7 (논현동, 4층 일부)",,2,,,127.032540231201,37.5152280563605,,,,서울특별시,강남구
백내과의원,"서울특별시 영등포구 영중로 60, 유니온빌딩 (영등포동5가)",,2,0,,126.905329238282,37.5214492718467,,,,서울특별시,영등포구
베스탑비뇨기과의원,"서울특별시 영등포구 영중로 51-1, 7층 (영등포동6가)",,2,,,126.904622073126,37.5209473850764,,,,서울특별시,영등포구
샛별안과의원,"서울특별시 영등포구 당산로44길 3, 410호 (당산동5가, 삼성타운)",,2,,,126.901077532801,37.5319143458605,,,,서울특별시,영등포구
성모정신과의원,"서울특별시 영등포구 영중로 51-1, 10층 (영등포동6가)",,2,,,126.904622073126,37.5209473850764,,,,서울특별시,영등포구
동동가정의학과의원,"서울특별시 도봉구 방학로 167, 4층 (방학동)",,2,0,,127.033578375448,37.6621580215254,,,,서울특별시,도봉구
김재연내과의원,"서울특별시 금천구 금하로 763, 201호 (시흥동, 벽산2차 중심상가)",,2,0,,126.914588261631,37.4503452637179,,,,서울특별시,금천구
마이피부과의원,서울특별시 강남구 테헤란로87길 13,,2,,,127.058591804414,37.5086333777282,,,,서울특별시,강남구
서울브레인신경과의원,"서울 강남구 논현로159길 17 , 삼화빌딩 3층 301호  (신사동)",,1,1,,127.0266294335,37.5229066246,,,,서울특별시,강남구
마디힐신경외과의원,"서울특별시 강남구 선릉로131길 8, 노벨빌딩 6층 (논현동)",,1,20,,127.040276007202,37.5179752643562,,,,서울특별시,강남구
코코이비인후과의원,"서울특별시 강남구 남부순환로 2936, 203,204호 (대치동, 윈플러스상가)",,1,2,,127.06191661451,37.4933489108525,,,,서울특별시,강남구
서울삼성안과의원,서울 강남구 압구정로 432   (청담동),,2,,,127.044079997771,37.5266074034274,,,,서울특별시,강남구
압구정본산부인과의원,"서울 강남구 압구정로28길 14 , 형원빌딩 2층  (신사동)",,2,,,127.027583996141,37.5257284350603,,,,서울특별시,강남구
성모마취통증의학과의원,서울특별시 강남구 테헤란로87길 13,,2,,,127.058591804414,37.5086333777282,,,,서울특별시,강남구
이성호가정의학과의원,서울특별시 종로구 숭인동길 21,,2,,,127.02146343029914,37.57557034767465,,,,서울특별시,종로구
행림내과의원,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 25호 (방이동, 올림픽선수기자촌아파트 )",,2,,,127.131063164753,37.5157276361757,,,,서울특별시,송파구
유정형외과의원,"서울특별시 은평구 응암로 201, 2,3층 (응암동)",,2,0,,126.916880797344,37.5900256667534,,,,서울특별시,은평구
연희제일의원,"서울특별시 서대문구 연희로 108, 1층 (연희동)",,2,,,126.9316187830982,37.56743161607411,,,,서울특별시,서대문구
진내과의원,"서울특별시 금천구 독산로 199, 2층 (독산동)",,2,,,126.90253099591004,37.464671581099324,,,,서울특별시,금천구
뽀드베베의원,"서울특별시 강남구 강남대로 598, 7층 (논현동)",,2,,,127.020363312256,37.5151950134955,,,,서울특별시,강남구
다나가정의학과의원,"서울특별시 서초구 신반포로 329, 세기빌딩 202호 (잠원동)",,2,,,127.019505342,37.5108041146939,,,,서울특별시,서초구
가야성모의원,"서울특별시 서초구 방배로 175, 4층 (방배동, 동성빌딩)",,2,,,126.992306606762,37.4891650193791,,,,서울특별시,서초구
강남맨포스비뇨기과의원,서울특별시 서초구 강남대로 597 진미선 (잠원동),,2,,,127.019317658902,37.5150359817667,,,,서울특별시,서초구
건재활의학과의원,"서울특별시 서초구 사임당로 174, 303~305호 (서초동, 강남미래타워)",,2,0,,127.028649677024,37.4923165838485,,,,서울특별시,서초구
용피부과의원,"서울특별시 영등포구 의사당대로 108, 3층 302호 (여의도동, 아일렉스)",,2,,,126.923991634451,37.5210144173791,,,,서울특별시,영등포구
삼성플러스의원,"서울특별시 도봉구 노해로 384, 203호 (창동, 동아상가)",,2,,,127.051002787716,37.6519427474015,,,,서울특별시,도봉구
임흥각내과의원,"서울특별시 영등포구 도림로 312, 1, 2층 (신길동)",,2,,,126.902497786904,37.5055449734697,,,,서울특별시,영등포구
제이씨빛소망안과의원,"서울특별시 영등포구 국제금융로6길 33, 6층 (여의도동, 맨하탄빌딩)",,1,20,,126.926911965929,37.5207908297398,,,,서울특별시,영등포구
건강제일의원,"서울특별시 도봉구 도봉로 499, 2호 (쌍문동)",,2,,,127.035311835472,37.6501906699592,,,,서울특별시,도봉구
봄산부인과의원,서울 용산구 회나무로13길 5   (이태원동),,2,,,126.989283969288,37.539531984634,,,,서울특별시,용산구
마리아마취통증의학과의원,"서울특별시 서대문구 통일로 464, 3층 (홍제동)",,2,,,126.943219061658,37.5899629791299,,,,서울특별시,서대문구
김정훈내과의원,"서울특별시 송파구 삼전로 99 (잠실동, 2층)",,2,,,127.090133910971,37.507262374315,,,,서울특별시,송파구
압구정연세안과의원,"서울특별시 강남구 언주로 874, 쌍봉빌딩 3층 일부 (신사동)",,2,0,,127.034133513054,37.5285885762172,,,,서울특별시,강남구
코미인의원,"서울특별시 강남구 봉은사로 105, 8층 (논현동, 동양빌딩)",,2,,,127.025024207865,37.5049715004391,,,,서울특별시,강남구
